second,habit,conc,dNdd,LWC,IWC,w,pres,alt,temp
2022-07-30 17:00:11,CP,0.0004000300450409,4.000300450409887e-05,1.0619893,0.0,4.7645006,503.28857,5851.218,265.96463
2022-07-30 17:00:12,CP,0.0004291176684517,4.291176684517916e-05,1.2514848,0.0,4.7645006,503.28857,5851.218,265.96463
2022-07-30 17:00:14,CP,0.0005317148548515,5.3171485485159896e-05,0.9710626,0.0,3.2310002,503.47293,5850.613,265.6659
2022-07-30 17:00:20,CP,0.0009123982265798001,9.123982265798317e-05,0.629883315,0.0,-1.75550015,503.02803500000005,5853.623750000001,265.919
2022-07-30 17:00:27,CP,0.0006259062391368,6.259062391369845e-05,0.37199237250000006,0.004944858349999999,2.641,503.31433,5851.0576,266.61975
2022-07-30 17:00:28,CP,0.0002067219233309,2.067219233309313e-05,0.356847,0.005740096,2.641,503.31433,5851.0576,266.61975
2022-07-30 17:00:29,CP,0.00027525799932459996,2.7525799932477373e-05,0.30071323,0.0027723382,2.03424985,503.346785,5849.87125,266.76201000000003
2022-07-30 17:00:30,CP,0.00039217847801980004,3.9217847801992944e-05,0.24647147666666666,0.0048660949,1.6645,503.39465,5848.266,266.9382
2022-07-30 17:04:29,CP,0.0001392674288671,1.3926742886712722e-05,0.060738236,0.010936525,-1.1685,502.14746,5869.133,267.40533
2022-07-30 17:04:52,CP,0.0021214308922872,0.00021214308922863179,0.9920677499999999,0.39055085,1.4777499,502.39616,5864.358749999999,265.06241
2022-07-30 17:04:56,CP,0.0026203146867911,0.0002620314686790263,0.6028382266666666,0.24374137666666665,-1.3125,503.10526,5855.828,265.22992
2022-07-30 17:04:57,CP,0.0028512541834020003,0.00028512541834022884,0.28875092666666663,0.06905453558333334,-1.4415001500000002,503.02804,5854.7390000000005,265.3332175
2022-07-30 17:04:58,CP,0.001685009663487,0.0001685009663487382,0.437284975,0.13551893916666666,-1.27587516,503.04426000000007,5854.248500000001,265.4099775
2022-07-30 17:04:59,CP,0.0036275497486101997,0.0003627549748610711,0.3092246530555556,0.1507845254074074,-0.5140648351851852,503.22019064814816,5853.931023148147,265.56715037037037
2022-07-30 17:05:00,CP,0.005401756024485001,0.0005401756024486007,0.19718114700833334,0.23459625756666663,-1.8075501300000003,503.20050000000003,5854.289569999999,265.57160250000004
2022-07-30 17:05:01,CP,0.0029275608179709003,0.00029275608179715165,0.010197332326538454,0.14404109865384618,-2.5800002,503.1619300000001,5854.446299999998,265.55713000000003
2022-07-30 17:05:02,CP,0.0014808892034693798,0.00014808892034698926,0.006047978,0.0488476607,-0.896625,502.95592999999997,5855.80285,265.69652499999995
2022-07-30 17:05:03,CP,0.0001636810691325,1.6368106913253115e-05,0.0,0.03611392,-1.0665,503.01773,5857.3735,265.7032
2022-07-30 17:05:04,CP,0.0011083550281758,0.00011083550281762184,0.0006242729714285714,0.036292952642857146,-1.1712142857142855,502.8552171428572,5860.104785714286,265.78425857142855
2022-07-30 17:05:05,CP,0.0010664338654831,0.00010664338654833654,0.011565114750000001,0.0217712758375,-1.8773750000000002,502.85512374999996,5861.50705,265.69669625
2022-07-30 17:05:06,CP,0.00023206573068650002,2.3206573068655397e-05,0.37663177000000003,0.08701536850000001,-2.181,502.61813,5862.8584,265.53952
2022-07-30 17:05:07,CP,0.0001551240084285,1.551240084285065e-05,0.30934083,0.04091008,-1.3585,502.51926,5864.4062,265.48776
2022-07-30 17:05:08,CP,0.000473165553856,4.7316555385614647e-05,0.41644937666666665,0.1762202966666667,-3.5559999999999996,502.51856666666663,5865.923066666666,265.47879333333333
2022-07-30 17:05:10,CP,0.0005074687616944,5.074687616944654e-05,0.082213975,0.025534596,-0.34100002,502.2391,5866.327,265.5376
2022-07-30 17:09:37,CP,0.0003033947113348,3.033947113348894e-05,1.4690325,0.07754942,15.9125,462.79666,6504.2,261.6287
2022-07-30 17:09:41,CP,0.001057335489243,0.0001057335489243,1.6402948,0.028133517,16.307001,461.90482,6520.916,261.89154
2022-07-30 17:09:46,CP,0.0004868008670112,4.868008670112923e-05,0.81870425,0.90071934,-0.101000026,461.38577,6532.091,261.42114
2022-07-30 17:09:47,CP,0.010906099471988201,0.001090609947198616,0.26296472749999994,0.45135718527777774,-0.6993610461111112,461.53750166666674,6530.897888888889,261.1665277777778
2022-07-30 17:09:48,CP,0.004768689304580099,0.00047686893045811195,0.19882811686666668,0.3064807385,-0.09553745400000002,461.62366324999994,6528.150277499999,260.9369344999999
2022-07-30 17:09:49,CP,0.0001125625847612,1.1256258476124792e-05,0.060839538,0.25008434,0.30600002,461.63705,6527.0483,260.87354
2022-07-30 17:09:50,CP,0.0013289842220779722,0.0001328984222078309,0.18923747999999999,0.056257393388888896,1.2264166666666667,462.1181533333333,6520.602466666667,260.87763333333334
2022-07-30 17:09:51,CP,0.000112751676199,1.1275167619900078e-05,0.33652073,0.036975004,1.7765,462.41974,6515.684,260.90677
2022-07-30 17:09:52,CP,0.0001418393536248,1.4183935362481904e-05,0.353267,0.044831846,1.7765,462.41974,6515.684,260.90677
2022-07-30 17:09:54,CP,0.0001630812075679,1.63081207567979e-05,0.04236788,0.016899662,4.125,462.80386,6505.9395,260.73944
2022-07-30 17:09:56,CP,0.0035215374223235,0.00035215374223231057,1.1640805833333334,0.242061275,5.08124985,463.34918,6499.356,260.95326500000004
2022-07-30 17:09:57,CP,0.0073511330663026,0.0007351133066301678,0.62869197125,0.13862415987499999,4.95996875,463.471095,6498.196593750001,260.958171875
2022-07-30 17:09:58,CP,0.0059235292534799,0.0005923529253480784,0.13413536462745096,0.13125168951960783,2.8925880617647057,463.4343752941177,6496.734000980392,261.0586685294117
2022-07-30 17:09:59,CP,0.0007161672508122,7.161672508124277e-05,0.06568738199999999,0.07455018125,2.0464997,463.29718,6496.1914,261.0861
2022-07-30 17:10:07,CP,0.0003560109427693,3.560109427694869e-05,0.5856478133333334,0.9700919933333333,0.9819999999999999,462.40737999999993,6512.3403,261.54248
2022-07-30 17:10:08,CP,0.0003451609749619,3.451609749619471e-05,1.1094451,0.21445596,2.609,462.22614,6515.213,261.44833
2022-07-30 17:10:09,CP,0.0023240732400472003,0.00023240732400471183,1.0229335,0.036370841999999994,0.53699994,462.21066,6518.5557,261.74442
2022-07-30 17:10:11,CP,0.0005626211170048,5.626211170048808e-05,1.423048,0.024390722,-0.6445001,462.4053,6517.7524,261.73947
2022-07-30 17:10:19,CP,0.0013582191408395999,0.0001358219140839715,1.2183194,0.0053280713,-11.565,464.06546,6477.5938,261.93674
2022-07-30 17:10:21,CP,0.0002994755968477,2.9947559684777104e-05,0.8641664,0.02683321,-11.649,463.87802,6472.181,261.7711
2022-07-30 17:15:08,CP,0.00021344222167854894,2.1344222167860512e-05,1.19276475,0.0706899055,1.8904998,461.34045,6520.765,263.29184
2022-07-30 17:15:09,CP,0.0004470241764385999,4.470241764387686e-05,1.1388009333333333,0.19767433666666667,4.2033332,461.44343333333336,6520.6441,263.0858866666667
2022-07-30 17:15:10,CP,0.0011671285097114,0.0001167128509711,1.4313408,0.6297753,8.829,461.6494,6520.4023,262.67398
2022-07-30 17:15:11,CP,0.0009745538952355,9.745538952355924e-05,1.3726417,0.15601662,11.052501,462.0078,6521.531,262.09625
2022-07-30 17:15:12,CP,0.0014665102039173,0.00014665102039174187,1.22997335,0.1068068825,9.25500025,461.77659,6521.2513500000005,262.028305
2022-07-30 17:15:14,CP,0.0006672739872372,6.672739872372247e-05,1.3498324,0.02810322,14.047999,462.00986,6522.9175,262.01703
2022-07-30 17:15:15,CP,0.0008798617064417,8.798617064417797e-05,0.8605491,0.10967968,14.047999,462.00986,6522.9175,262.01703
2022-07-30 17:15:16,CP,0.0004394915019183,4.3949150191836726e-05,0.90119565,0.105477996,10.689,461.84097,6522.355,262.11807
2022-07-30 17:15:17,CP,0.0008720046606011001,8.720046606011675e-05,0.7981564800000001,0.421003565,8.6765005,461.83426,6521.477849999999,261.805755
2022-07-30 17:15:18,CP,0.0043757973722995,0.00043757973722991016,0.6035523392857144,0.4405256657142857,7.611571785714287,461.8923114285714,6521.256128571428,261.71425999999997
2022-07-30 17:15:19,CP,0.0048006375260801004,0.00048006375260802915,0.45134977851851854,0.46914648666666664,5.756981194444444,461.875508888889,6520.822987037038,261.64047074074074
2022-07-30 17:15:20,CP,0.007414277827522,0.0007414277827522782,0.49887202027777783,0.34793282458333336,6.433486111111112,462.23202259259256,6520.235592592592,261.681032962963
2022-07-30 17:15:21,CP,0.0114896686733311,0.0011489668673329968,0.6961132890277777,0.3325433211018518,6.157126103981483,462.4763296666667,6519.425867592594,261.68456699074073
2022-07-30 17:15:22,CP,0.0118713792755513,0.0011871379275550653,0.3694481327380953,0.26780267404761904,0.9261717406746031,462.2583083333334,6517.159099007938,261.6663957738095
2022-07-30 17:15:23,CP,0.0159195646667965,0.0015919564666795351,0.17855843413543954,0.22531743497527473,-3.1648222527472525,462.0387565604396,6514.311219056777,261.72100199725276
2022-07-30 17:15:24,CP,0.013253752821225399,0.0013253752821226529,0.16549996601410935,0.29076327979982364,-1.0825517857142857,462.29191968783067,6512.800050343915,261.9204948928571
2022-07-30 17:15:25,CP,0.021483417991610403,0.0021483417991607495,0.08594458049603465,0.6206684196284648,2.519254583437748,462.64010865109185,6511.951671507019,262.03408222023
2022-07-30 17:15:26,CP,0.032336719576788193,0.0032336719576784713,0.05387136253857007,0.5508781711042431,2.184645905885112,462.6635440859668,6510.654615279949,261.96939443516436
2022-07-30 17:15:27,CP,0.031442363540483305,0.003144236354047719,0.036480590598318305,0.6348388240134359,-0.38822815272381134,462.6244308025969,6508.140562631785,261.848156884047
2022-07-30 17:15:28,CP,0.0319278784666954,0.00319278784666908,0.06547408139894444,0.5879150827579347,0.15297134650027125,462.780150686356,6506.5423051747375,261.8391896656134
2022-07-30 17:15:29,CP,0.0287532383138612,0.0028753238313857198,0.08471283177053568,0.5330956957142247,0.8840677291096425,462.87625737403425,6505.564072311761,262.0167275240449
2022-07-30 17:15:30,CP,0.018948732530674202,0.0018948732530673776,0.09227415479658624,0.41237009966249993,0.2047042400625,462.84021135263174,6504.840411618422,262.2369988138158
2022-07-30 17:15:31,CP,0.008052276212165602,0.0008052276212167225,0.10165234170440916,0.24351199104232804,-0.45694285714285715,462.9047891005292,6503.512980952381,262.3677035414462
2022-07-30 17:15:32,CP,0.0053570966567233,0.0005357096656724072,0.04362028203801587,0.16215274492592593,-0.3969571428571428,463.0674217142857,6502.658649999999,262.3120807857142
